"ID";"regiao.wgts";"P02";"P03";"P04";"P05";"P06";"P07";"P08_1";"P08_2";"P08_3";"P08_4";"P08_5";"P08_6";"P08_7";"P08_8";"P09";"P10";"P11";"P12_01";"P12_02";"P12_03";"P12_04";"P13";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P18_A";"P19_1";"P19_2";"P19_3";"P19_4";"P19_5";"P21_A";"P22_A";"P22_B";"P22_E";"P23";"P25";"P26";"P28_1";"P28_2";"P28_3";"P28_4";"P28_5";"P28_6";"P28_7";"P28_8";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_07";"P30_08";"P30_09";"P30_10";"P30_11";"P30_12";"P33_1";"P33_2";"P35";"P36";"P38";"P39";"P40";"P41";"V06";"V07";"V08";"V09";"V10";"V11";"V12";"V12_A";"V12_B";"V13";"V14";"V15";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"POP_regiao_porte";"W1";"W2";"idade.wgts";"edu.wgts";"raca.wgts";"porte.wgts"
"2252";1;15;2;2;1;1;3;"1";"1";"2";"1";"1";"2";"1";"2";2;2;5;1;2;2;2;2;2;1;"2";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;2;2;1;34;3;3;1;1;;;;5;5;3;4;"5164153.94647996";"1410601.17309659";"2358346.69976694";"2828257.81207705";0,179930621055583;5255,72599521275;2;3;4;2
"2253";1;13;3;2;1;1;3;"2";"2";"2";"2";"2";"2";"1";"2";1;2;3;1;2;1;1;2;2;1;"2";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;62;3;2;2;1;;;;3;1;97;4;"5164153.94647996";"1283987.89409637";"2267202.44555839";"2061622.47029637";0,89044911686908;47785,8916563623;5;1;4;3
"2254";3;35;3;1;1;1;3;"2";"1";"2";"1";"2";"2";"1";"2";1;2;3;1;2;1;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;2;1;1;1;24;3;4;2;2;1;;;3;1;97;1;"14014348.5743857";"8292998.1115813";"11219551.754314";"15599497.5813694";1,37301394574092;26135,5781667131;1;4;4;2
"2255";1;13;2;3;1;97;3;"2";"1";"2";"2";"1";"2";"2";"2";1;1;3;1;1;1;2;1;2;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;2;3;2;1;51;3;4;1;1;;;;2;1;4;2;"5164153.94647996";"1088578.61259989";"1499244.44762391";"2061622.47029637";0,89044911686908;16176,3263048344;4;4;4;3
"2256";1;15;2;1;1;1;1;"2";"2";"2";"1";"2";"2";"2";"2";2;3;1;1;2;2;2;2;3;2;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;2;6;1;51;3;2;1;2;2;2;2;;1;2;4;"5164153.94647996";"1088578.61259989";"1128957.88513977";"2828257.81207705";0,359861242111166;11705,2752427937;4;2;4;2
"2257";4;41;2;2;1;1;3;"2";"1";"2";"1";"2";"2";"1";"2";2;2;3;1;1;2;2;2;1;2;"2";"2";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;3;1;36;1;4;1;1;;;;2;1;97;2;"10072401.6435758";"2252075.16102183";"3392772.73855813";"5811472.35270075";0,279844053288524;6770,36006042051;2;4;1;2
"2258";4;43;2;2;1;1;4;"2";"2";"2";"1";"1";"1";"2";"2";2;3;5;1;2;1;1;2;2;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;1;1;4;2;2;1;2;1;53;3;1;;2;1;;;3;1;2;4;"2358209.30927529";"2356901.94647081";"4175632.01705986";"4835858.60259792";4,26501513466645;185852,449643195;4;1;4;1
"2259";2;26;2;1;1;1;3;"2";"1";"2";"1";"1";"2";"2";"2";1;1;3;1;1;2;2;2;1;1;"1";"2";"1";"1";"1";1;1;2;1;2;2;3;;;;2;2;2;2;2;1;1;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;4;1;2;1;2;1;39;1;6;;1;;;;1;1;3;4;"6273888.68778369";"4474385.18221597";"4208133.6330169";"7731021.03806011";0,695186851079864;16433,8404077309;2;4;1;2
"2260";1;11;3;2;3;1;4;"1";"1";"1";"1";"2";"1";"1";"2";2;3;3;2;2;2;2;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;2;67;3;3;1;2;2;2;2;;1;2;4;"5164153.94647996";"1283987.89409637";"2358346.69976694";"2061622.47029637";0,21035526357934;8215,65713093093;5;3;4;3
"2261";5;51;97;97;97;97;2;"2";"2";"2";"1";"2";"2";"2";"2";97;97;97;1;97;2;2;2;97;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;97;1;2;1;-2;3;1;;1;;;;7;2;2;97;"3669920.78366589";"1170024.49772926";"1976804.0794201";"1954125.97753969";0,903626733045526;21689,9211182295;4;1;4;2
"2262";4;42;2;1;1;1;3;"1";"2";"2";"1";"2";"2";"2";"2";2;1;4;1;1;1;1;2;1;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;1;1;5;2;1;2;2;1;42;3;2;2;1;;;;1;2;2;3;"2358209.30927529";"2281776.21520491";"4175632.01705986";"5811472.35270075";1,366155011891;36925,0530991491;3;1;4;2
"2263";3;31;3;1;1;1;3;"2";"2";"1";"2";"2";"2";"2";"2";1;2;3;1;1;1;1;1;1;1;"1";"1";"1";"1";"1";1;1;1;1;1;1;1;2;;1;2;1;2;1;2;2;2;2;2;2;2;4;2;2;1;2;1;2;2;1;2;2;2;2;1;1;5;2;2;1;2;1;26;3;4;2;1;;;;5;2;3;4;"14014348.5743857";"8292998.1115813";"11219551.754314";"15599497.5813694";1,37301394574092;26135,5781667131;1;4;4;2
"2264";3;31;2;1;3;1;1;"2";"2";"2";"2";"2";"2";"1";"2";3;1;2;1;97;1;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;1;1;4;3;1;1;2;1;62;2;3;1;1;;;;1;2;97;4;"3707808.66257895";"10873729.3575279";"12322615.2408783";"16041980.2259275";0,978461453391301;65753,6487062858;5;3;2;3
"2265";4;41;2;1;1;1;4;"1";"2";"2";"2";"2";"2";"2";"2";3;3;5;1;2;1;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;5;1;58;1;2;1;2;2;2;2;;3;97;4;"10072401.6435758";"2356901.94647081";"2041883.72723215";"2443804.96747532";1,14645416714527;16932,496978345;4;2;1;3
"2266";2;26;2;2;1;1;97;"2";"2";"2";"1";"1";"2";"2";"2";2;1;3;1;1;2;2;2;2;2;"2";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;97;2;2;50;3;2;2;2;1;;;5;1;2;4;"14898000.1979184";"3882757.46528652";"8995626.46137368";"5881277.34048095";1,39037370215973;40817,313571129;4;1;4;3
"2267";2;23;2;1;1;1;3;"1";"2";"2";"1";"1";"1";"1";"2";2;1;3;1;1;1;1;2;1;2;"2";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;2;1;2;21;3;3;1;2;2;2;2;;2;2;2;"14898000.1979184";"6037267.85338051";"7259394.23046714";"7731021.03806011";0,637632202876856;35775,6240009301;1;3;4;2
"2268";2;29;3;2;1;1;3;"1";"2";"2";"1";"2";"2";"2";"2";2;1;3;1;1;2;2;2;3;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;2;1;1;2;50;2;4;1;1;;;;3;2;97;4;"2834846.37084543";"3882757.46528652";"4208133.6330169";"5881277.34048095";0,580278168423321;7250,74889935973;4;4;2;3
"2269";5;50;3;1;1;97;3;"2";"1";"1";"1";"1";"1";"1";"2";1;1;2;1;2;1;1;2;1;1;"1";"2";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;2;1;31;1;4;1;1;;;;1;2;97;2;"2544897.92588269";"1265229.88040335";"1926584.00950762";"2810671.34868652";0,182984706628559;3416,01252219294;2;4;1;3
"2270";1;17;3;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;3;1;1;1;1;2;3;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;2;97;97;-2;3;4;1;1;;;;2;1;97;4;"5164153.94647996";"1349979.57783012";"1499244.44762391";"2828257.81207705";0,239731863563941;6177,96462921367;3;4;4;2
"2271";2;22;3;1;2;1;4;"2";"2";"2";"1";"2";"2";"2";"2";2;2;1;1;2;1;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;1;50;3;2;2;1;;;;3;1;97;1;"14898000.1979184";"3882757.46528652";"8995626.46137368";"10613747.399869";0,609870137814548;62031,0796914866;4;1;4;1
"2272";1;15;3;2;1;1;3;"2";"1";"2";"1";"2";"2";"2";"2";2;2;3;1;1;1;2;2;1;1;"1";"2";"2";"2";"2";1;2;2;1;2;1;1;1;;;2;2;1;2;2;2;2;2;1;2;2;5;1;2;1;2;2;2;2;2;2;2;2;2;97;97;5;1;1;3;2;1;49;3;4;1;1;;;;2;2;2;3;"5164153.94647996";"1349979.57783012";"1499244.44762391";"2061622.47029637";0,53979186316675;8132,31237043769;3;4;4;3
"2273";5;52;3;3;1;1;3;"1";"2";"2";"2";"1";"1";"2";"2";1;2;2;1;1;1;2;2;2;1;"1";"2";"1";"1";"1";1;1;2;1;2;2;3;;;;2;1;2;1;2;1;1;2;2;2;2;3;1;1;1;2;1;2;1;1;2;2;2;2;1;1;2;1;1;1;3;1;60;1;4;1;2;2;2;2;;4;5;2;"2544897.92588269";"1496665.07427252";"1926584.00950762";"2810671.34868652";0,255743900242304;8998,75934427149;5;4;1;3
"2274";5;51;3;2;2;3;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;1;1;1;1;2;1;1;"1";"1";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;2;1;50;3;2;2;2;2;2;2;;1;97;4;"3669920.78366589";"1170024.49772926";"1976804.0794201";"2153020.05470942";0,451813366522763;18977,6584918938;4;1;4;1
"2275";3;31;2;1;1;2;3;"2";"1";"2";"1";"1";"1";"1";"2";2;2;3;1;2;1;1;2;3;2;"2";"2";"2";"1";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;2;2;2;1;20;1;3;2;2;2;2;2;;2;97;2;"21435571.5784308";"8292998.1115813";"5696273.08719308";"16041980.2259275";0,832587147009684;20316,0978635531;1;2;1;3
"2276";3;31;3;2;2;1;3;"2";"2";"2";"1";"2";"1";"2";"2";2;1;3;1;1;1;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;1;1;1;4;1;82;1;5;;2;2;2;2;;2;2;4;"21435571.5784308";"10873729.3575279";"10487709.0241656";"15599497.5813694";1,37301394574092;85949,777466347;5;1;1;2
"2277";4;42;2;3;2;3;2;"2";"1";"2";"1";"2";"2";"2";"2";1;3;4;1;1;2;2;1;3;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;3;1;2;2;1;38;0;3;1;1;;;;3;1;3;2;"2358209.30927529";"2252075.16102183";"3480847.43992385";"2443804.96747532";0,455385003963667;6158,94008356412;2;3;4;3
"2278";4;43;3;3;1;1;4;"2";"2";"2";"2";"2";"2";"1";"2";2;2;3;1;2;2;2;2;2;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1;2;2;1;26;1;2;1;1;;;;2;1;2;4;"10072401.6435758";"2651313.51254732";"2041883.72723215";"5811472.35270075";0,85300302693329;29638,7416076905;1;2;1;2
"2279";2;29;2;1;1;1;3;"1";"2";"2";"1";"2";"2";"2";"2";2;3;5;1;1;1;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;52;3;4;1;1;;;;2;4;5;4;"14898000.1979184";"3882757.46528652";"4208133.6330169";"10613747.399869";1,74083450526996;98852,622609091;4;4;4;1
"2280";5;52;3;1;1;1;4;"2";"1";"2";"1";"1";"2";"2";"2";2;1;3;1;1;1;1;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;2;1;1;1;1;57;0;2;1;1;;;;3;1;2;4;"3669920.78366589";"1170024.49772926";"1087421.42160812";"2810671.34868652";0,255743900242304;3081,86208620678;4;2;4;3
"2281";1;17;2;1;2;1;3;"2";"2";"2";"1";"1";"2";"2";"2";2;2;3;1;1;1;2;2;1;3;;;;;;1;1;2;1;2;2;3;;;;2;2;2;2;2;2;2;2;2;2;1;5;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;1;1;37;5;3;1;1;;;;5;1;2;2;"99531.21371288";"1410601.17309659";"2358346.69976694";"2828257.81207705";0,403096985548993;2186,39710725954;2;3;3;2
"2282";1;13;2;1;1;1;3;"2";"2";"2";"1";"1";"2";"2";"2";2;1;3;1;2;1;2;2;1;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;6;2;2;1;6;1;41;3;3;1;2;2;1;2;;1;2;4;"5164153.94647996";"1349979.57783012";"2358346.69976694";"2061622.47029637";0,22261227921727;4549,7487696072;3;3;4;3
"2283";3;33;2;2;1;1;3;"2";"2";"2";"1";"1";"2";"2";"2";3;97;3;1;1;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;1;1;50;0;3;2;2;1;;;5;1;2;4;"14014348.5743857";"6718284.41177193";"5696273.08719308";"16041980.2259275";1,35193633479635;22429,7296320817;4;2;4;3
"2284";1;11;2;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";3;2;2;2;2;2;2;1;1;2;"2";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;1;2;5;2;1;3;1;2;24;1;4;2;1;;;;1;1;97;4;"1440823.54572169";"2120604.22046604";"1499244.44762391";"2061622.47029637";0,21035526357934;6045,20476554791;1;4;1;3
"2285";2;22;3;1;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;3;5;1;1;2;2;2;2;1;"1";"1";"1";"1";"1";1;1;2;1;1;1;3;;;;2;1;2;2;2;2;1;2;1;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;;;7;3;1;1;3;2;32;3;4;2;2;1;;;1;3;97;1;"14898000.1979184";"4474385.18221597";"4208133.6330169";"5881277.34048095";0,609870137814548;6756,19781800371;2;4;4;3
"2286";2;24;2;3;2;1;3;"2";"1";"2";"2";"2";"2";"2";"2";2;2;4;1;2;2;2;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;1;1;2;1;33;3;4;1;2;2;2;2;;1;4;4;"14898000.1979184";"4474385.18221597";"4208133.6330169";"5881277.34048095";1,38678887373179;15362,9754627987;2;4;4;3
"2287";5;51;3;2;2;1;4;"1";"1";"1";"1";"1";"1";"1";"2";2;1;3;1;1;1;2;2;3;1;"1";"1";"1";"1";"1";1;1;2;1;2;1;3;;;;2;2;2;2;2;2;1;2;1;2;2;97;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;1;2;1;1;46;3;3;1;2;1;;;7;2;2;4;"3669920.78366589";"1357583.87039275";"1927007.87039979";"2810671.34868652";0,225906683261382;4457,60780442;3;3;4;3
"2288";2;26;2;1;1;1;2;"2";"2";"2";"1";"2";"2";"1";"2";2;2;1;2;1;2;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;2;1;1;19;2;3;2;2;1;;;5;1;1;4;"2834846.37084543";"6037267.85338051";"3762891.45355231";"7731021.03806011";0,695186851079864;14954,687626364;1;2;2;2
"2289";1;15;2;2;1;1;3;"2";"2";"2";"1";"1";"2";"2";"2";2;1;3;1;1;1;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;1;1;53;3;3;1;2;2;1;1;;1;1;4;"5164153.94647996";"1088578.61259989";"2358346.69976694";"2061622.47029637";0,179930621055583;4434,31409353483;4;3;4;3
"2290";1;14;2;1;1;1;3;"1";"2";"2";"2";"2";"2";"2";"2";2;2;3;1;2;2;2;2;2;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;9;3;1;3;6;2;21;1;3;1;1;;;;1;4;2;4;"1440823.54572169";"2120604.22046604";"2358346.69976694";"2828257.81207705";0,138128469413959;9211,35142530999;1;3;1;2
"2291";5;52;3;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";1;3;3;1;1;1;2;2;2;1;"1";"2";"2";"2";"1";1;1;2;1;2;2;1;2;;1;1;2;2;2;2;2;2;2;2;2;1;4;1;1;1;2;2;2;1;1;2;2;1;2;2;2;5;1;2;1;1;1;36;3;2;2;2;2;1;1;;2;2;4;"3669920.78366589";"1265229.88040335";"1976804.0794201";"2810671.34868652";0,207028126581345;3811,63830777685;2;1;4;3
"2292";1;13;3;2;2;1;2;"2";"1";"2";"2";"2";"2";"2";"2";2;2;3;1;97;1;1;2;1;1;"1";"2";"2";"2";"1";1;2;2;2;2;1;97;;;;1;2;1;2;2;2;2;2;2;2;1;6;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;2;1;6;2;49;5;3;1;1;;;;5;1;2;1;"99531.21371288";"1349979.57783012";"2358346.69976694";"2061622.47029637";0,22261227921727;844,849348438752;3;3;3;3
"2293";5;50;2;1;1;1;3;"2";"2";"2";"1";"2";"2";"1";"2";2;3;3;2;2;2;1;2;2;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;2;2;1;2;1;30;1;4;2;1;;;;5;2;3;1;"2544897.92588269";"1265229.88040335";"1926584.00950762";"2810671.34868652";0,182984706628559;3416,01252219294;2;4;1;3
"2294";5;50;3;1;2;1;3;"2";"2";"2";"2";"2";"2";"1";"2";2;2;4;2;1;2;2;2;1;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;1;1;4;3;1;1;1;1;25;4;4;1;2;2;1;1;;4;97;97;"78306.69625606";"1628314.05813775";"1926584.00950762";"1954125.97753969";0,182984706628559;1219,23875184082;1;4;3;2
"2295";4;43;2;3;1;1;3;"2";"2";"2";"2";"1";"2";"2";"2";2;1;3;2;2;2;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;3;1;1;6;1;31;3;2;1;2;2;2;2;;2;3;1;"2358209.30927529";"2252075.16102183";"2041883.72723215";"4835858.60259792";0,426501513466645;9614,87002592429;2;2;4;1
"2296";4;41;2;1;1;97;3;"1";"1";"1";"1";"2";"1";"1";"2";2;2;2;1;1;1;2;2;1;1;"1";"2";"2";"2";"1";1;2;2;1;2;1;1;2;;1;2;2;2;2;2;2;2;2;2;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;2;1;1;42;1;4;2;1;;;;4;4;4;3;"10072401.6435758";"2281776.21520491";"3392772.73855813";"5811472.35270075";0,573227083572636;13136,5859921737;3;4;1;2
"2297";3;35;3;1;1;1;3;"1";"2";"2";"2";"2";"2";"2";"2";1;2;2;1;1;1;1;2;1;1;"1";"1";"1";"1";"1";1;1;2;2;2;2;1;2;;1;2;2;2;2;2;2;2;2;2;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;2;3;2;1;32;3;4;2;2;2;2;2;;4;5;4;"14014348.5743857";"6626547.21734997";"11219551.754314";"15599497.5813694";3,7435843458315;44043,7474632471;2;4;4;2
"2298";4;41;2;1;1;1;3;"2";"1";"2";"1";"2";"2";"2";"2";2;2;3;1;2;1;1;2;1;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;1;2;1;32;1;4;1;2;2;2;2;;2;4;2;"10072401.6435758";"2252075.16102183";"3392772.73855813";"2443804.96747532";1,14645416714527;16876,6223837781;2;4;1;3
"2299";2;23;2;1;2;1;3;"2";"2";"2";"2";"1";"2";"2";"2";2;2;3;1;2;2;2;2;2;1;"1";"2";"1";"2";"2";1;1;2;1;2;1;1;1;;;2;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;1;2;2;2;2;1;2;2;3;3;2;1;2;1;53;3;2;2;2;2;2;2;;2;97;4;"14898000.1979184";"3882757.46528652";"8995626.46137368";"10613747.399869";0,637632202876856;64854,8134070796;4;1;4;1
"2300";5;51;3;2;1;2;4;"2";"2";"2";"1";"2";"2";"2";"1";2;1;97;1;1;1;2;1;3;2;"2";"2";"2";"1";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;8;1;1;97;2;1;70;0;1;;2;2;2;2;;1;3;97;"3669920.78366589";"1496665.07427252";"1976804.0794201";"1954125.97753969";0,451813366522763;21101,9680975601;5;1;4;2
"2301";5;50;3;2;1;1;3;"2";"2";"2";"1";"1";"1";"2";"2";1;3;5;1;1;1;1;1;2;1;"1";"1";"1";"1";"1";1;2;2;1;1;1;1;1;;;2;1;1;2;1;1;2;2;2;2;2;5;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1;2;2;1;59;1;6;;1;;;;4;1;97;2;"2544897.92588269";"1170024.49772926";"1926584.00950762";"2810671.34868652";0,182984706628559;3309,00301048884;4;4;1;3
"2302";3;31;97;8;1;2;4;"2";"2";"2";"1";"2";"2";"2";"2";2;2;3;1;2;1;2;2;97;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;2;2;1;1;2;40;2;3;1;2;2;2;2;;1;2;4;"3707808.66257895";"7214590.0083199";"12322615.2408783";"15599497.5813694";1,37301394574092;58620,7353488116;3;3;2;2
"2303";4;43;3;2;1;1;1;"2";"2";"2";"1";"2";"2";"2";"2";3;3;5;1;2;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;1;2;1;62;1;2;1;2;2;2;2;;1;2;4;"10072401.6435758";"3549069.08752912";"2041883.72723215";"5811472.35270075";0,426501513466645;15827,8136610882;5;2;1;2
"2304";2;26;2;97;3;97;3;"2";"1";"2";"1";"2";"2";"2";"2";2;1;2;1;1;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;2;1;2;1;56;1;4;1;1;;;;2;1;97;2;"6273888.68778369";"3882757.46528652";"4208133.6330169";"7731021.03806011";0,695186851079864;24313,3995874639;4;4;1;2
"2305";4;42;2;3;2;1;3;"1";"1";"2";"1";"2";"1";"2";"2";2;2;4;1;1;1;1;1;1;1;"1";"1";"1";"1";"1";1;1;2;1;2;2;3;;;;2;2;2;1;2;2;1;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;2;1;56;3;2;1;2;2;2;2;;2;3;2;"2358209.30927529";"2356901.94647081";"2041883.72723215";"5811472.35270075";0,910770007927334;14765,9373141004;4;2;4;2
"2306";2;26;2;2;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;3;1;2;2;1;2;1;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;1;1;2;17;3;3;2;2;2;2;2;;2;3;4;"14898000.1979184";"6037267.85338051";"3762891.45355231";"10613747.399869";0,695186851079864;34361,8940225136;1;2;4;1
"2307";1;13;2;2;1;1;4;"2";"2";"2";"1";"2";"2";"2";"2";3;2;3;1;2;2;2;2;1;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;1;1;1;4;1;50;1;3;1;1;;;;5;2;2;4;"1440823.54572169";"1088578.61259989";"2358346.69976694";"2061622.47029637";0,825562927868582;22228,3480945463;4;3;1;3
"2308";1;15;2;2;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;1;1;2;2;3;1;"1";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;3;1;1;6;2;28;3;4;1;2;1;;;1;1;2;4;"5164153.94647996";"2120604.22046604";"1499244.44762391";"2828257.81207705";0,179930621055583;8095,78592609961;1;4;4;2
"2309";3;31;2;5;1;1;3;"2";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;1;1;1;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;3;2;1;59;3;4;1;1;;;;2;1;97;1;"14014348.5743857";"6718284.41177193";"11219551.754314";"16041980.2259275";1,37301394574092;22340,6590251054;4;4;4;3
"2310";3;31;2;1;3;1;2;"2";"2";"2";"2";"1";"2";"1";"2";2;3;97;1;1;1;2;2;1;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;1;43;0;2;2;1;;;;3;2;2;4;"14014348.5743857";"7214590.0083199";"10487709.0241656";"15599497.5813694";1,37301394574092;25770,5337295154;3;1;4;2
"2311";1;15;3;1;2;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;1;3;1;1;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;1;2;1;37;3;3;1;2;2;1;2;;2;2;2;"5164153.94647996";"1410601.17309659";"2358346.69976694";"2828257.81207705";0,179930621055583;5255,72599521275;2;3;4;2
