"ID";"regiao.wgts";"P02";"P03";"P04";"P05";"P06";"P07";"P08_1";"P08_2";"P08_3";"P08_4";"P08_5";"P08_6";"P08_7";"P08_8";"P09";"P10";"P11";"P12_01";"P12_02";"P12_03";"P12_04";"P13";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P18_A";"P19_1";"P19_2";"P19_3";"P19_4";"P19_5";"P21_A";"P22_A";"P22_B";"P22_E";"P23";"P25";"P26";"P28_1";"P28_2";"P28_3";"P28_4";"P28_5";"P28_6";"P28_7";"P28_8";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_07";"P30_08";"P30_09";"P30_10";"P30_11";"P30_12";"P33_1";"P33_2";"P35";"P36";"P38";"P39";"P40";"P41";"V06";"V07";"V08";"V09";"V10";"V11";"V12";"V12_A";"V12_B";"V13";"V14";"V15";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"POP_regiao_porte";"W1";"W2";"idade.wgts";"edu.wgts";"raca.wgts";"porte.wgts"
"2312";3;35;2;5;1;2;3;"1";"1";"2";"2";"2";"2";"2";"2";1;2;4;1;1;1;2;1;2;1;"1";"1";"1";"1";"1";1;1;2;2;2;2;1;2;;1;2;2;2;1;1;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;1;69;1;4;1;1;;;;5;1;4;4;"21435571.5784308";"10873729.3575279";"11219551.754314";"16041980.2259275";1,37479305245354;49051,1319463564;5;4;1;3
"2313";1;15;3;3;1;1;3;"2";"1";"2";"2";"2";"2";"2";"2";1;1;3;1;1;1;2;2;1;1;"1";"2";"2";"2";"1";1;1;2;1;2;2;1;1;;;2;2;1;1;2;2;2;2;2;2;2;6;2;2;1;2;2;1;1;2;2;2;2;2;2;2;3;3;1;1;1;1;52;1;4;2;1;;;;5;2;2;1;"1440823.54572169";"1088578.61259989";"1499244.44762391";"2061622.47029637";0,179930621055583;3571,17805206664;4;4;1;3
"2314";5;52;3;1;1;1;3;"1";"1";"2";"1";"2";"1";"2";"2";2;3;4;1;2;1;1;2;2;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;2;1;2;19;1;3;1;1;;;;1;2;2;4;"2544897.92588269";"1628314.05813775";"1927007.87039979";"1954125.97753969";0,255743900242304;10989,5719115403;1;3;1;2
"2315";4;43;3;3;1;1;3;"1";"2";"2";"1";"2";"2";"2";"2";1;2;2;1;1;1;1;2;1;2;"2";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;3;1;2;18;1;4;2;2;2;2;1;;4;97;1;"10072401.6435758";"2651313.51254732";"3392772.73855813";"2443804.96747532";0,426501513466645;9418,58191524479;1;4;1;3
"2316";2;26;3;2;97;3;4;"2";"2";"2";"2";"2";"2";"1";"2";2;1;1;1;1;1;1;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;97;1;1;1;1;49;2;2;2;2;2;2;2;;2;2;97;"2834846.37084543";"4595041.07124126";"8995626.46137368";"7731021.03806011";1,39037370215973;44545,6817733174;3;1;2;2
"2317";2;26;1;3;1;1;4;"2";"2";"2";"2";"2";"2";"1";"2";2;2;3;1;1;2;2;2;1;1;"1";"2";"2";"2";"1";1;2;2;2;1;2;1;2;;2;2;1;2;2;1;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;1;1;2;1;39;0;3;1;2;2;2;2;;2;97;4;"14898000.1979184";"4474385.18221597";"7259394.23046714";"7731021.03806011";0,695186851079864;24624,3976452726;2;3;4;2
"2318";1;13;3;1;1;1;4;"1";"1";"1";"1";"1";"1";"1";"2";2;1;3;2;2;2;2;2;1;1;"1";"2";"1";"1";"1";1;1;2;1;2;1;1;1;;;1;2;1;2;2;2;2;2;2;2;1;3;1;1;1;2;2;2;1;2;2;2;1;2;2;2;4;2;2;1;2;1;33;2;2;1;2;2;1;2;;2;2;3;"549242.77217448";"1410601.17309659";"1128957.88513977";"2061622.47029637";0,44522455843454;5157,85228965264;2;2;2;3
"2319";2;29;3;3;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;3;5;2;2;2;2;2;2;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;1;1;1;3;1;42;2;3;1;2;2;2;2;;2;2;1;"2834846.37084543";"4595041.07124126";"7259394.23046714";"10613747.399869";4,64222534738657;235151,92779825;3;3;2;1
"2320";2;29;2;3;2;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;4;1;1;1;1;2;3;1;"2";"2";"1";"2";"2";1;2;2;1;2;2;1;1;;;2;2;1;2;2;2;2;2;1;2;2;7;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;1;1;56;3;4;1;1;;;;2;1;4;4;"14898000.1979184";"3882757.46528652";"4208133.6330169";"5881277.34048095";1,41798304885034;23240,3492375165;4;4;4;3
"2321";3;35;2;1;1;1;1;"2";"2";"2";"1";"2";"2";"2";"2";3;2;3;2;1;1;2;2;2;2;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;1;2;2;2;1;2;2;2;4;3;1;1;1;1;40;0;4;2;1;;;;3;1;2;4;"14014348.5743857";"7214590.0083199";"11219551.754314";"8084671.29925415";7,487168691663;108484,098798785;3;4;4;1
"2322";2;29;2;3;2;1;3;"2";"2";"2";"2";"2";"2";"1";"2";2;2;3;1;1;1;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;1;6;1;33;3;3;1;2;2;1;2;;2;2;1;"14898000.1979184";"4474385.18221597";"7259394.23046714";"7731021.03806011";0,580278168423321;20554,186751275;2;3;4;2
"2323";5;50;2;1;2;1;3;"2";"1";"2";"1";"1";"2";"2";"2";2;2;4;1;2;2;1;2;1;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;2;1;2;30;1;4;1;1;;;;5;3;5;3;"2544897.92588269";"1265229.88040335";"1926584.00950762";"2810671.34868652";0,182984706628559;3416,01252219294;2;4;1;3
"2324";2;23;3;1;1;1;3;"2";"1";"1";"1";"1";"2";"2";"2";2;1;3;1;2;1;1;2;1;2;"2";"1";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;3;1;2;23;3;4;1;1;;;;4;1;4;4;"14898000.1979184";"6037267.85338051";"4208133.6330169";"5881277.34048095";0,637632202876856;11188,9192411918;1;4;4;3
"2325";4;42;1;1;2;97;3;"1";"1";"2";"1";"1";"1";"1";"2";3;97;1;2;2;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;97;2;1;6;1;39;1;4;1;97;;;;;1;2;4;"10072401.6435758";"2252075.16102183";"3392772.73855813";"2443804.96747532";0,910770007927334;13407,1835950791;2;4;1;3
"2326";2;26;2;2;1;1;3;"1";"2";"2";"2";"2";"2";"2";"2";2;2;5;1;1;1;1;2;1;1;"1";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;2;2;1;1;2;2;2;2;1;1;3;1;2;1;2;1;53;0;2;2;1;;;;3;1;2;4;"14898000.1979184";"3882757.46528652";"8995626.46137368";"5881277.34048095";2,49798809909033;73333,6392792367;4;1;4;3
"2327";3;35;3;1;1;1;3;"2";"1";"2";"1";"2";"2";"2";"2";2;2;2;2;1;2;1;2;3;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;2;1;2;18;1;4;2;1;;;;1;1;97;4;"21435571.5784308";"8292998.1115813";"11219551.754314";"16041980.2259275";1,87179217291575;44794,1659243884;1;4;1;3
"2328";4;42;3;1;1;1;3;"2";"1";"2";"1";"2";"2";"2";"2";2;2;3;1;2;1;2;2;2;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;2;1;1;2;16;2;3;2;2;2;2;1;;4;3;4;"574737.76914959";"2651313.51254732";"2041883.72723215";"2443804.96747532";0,455385003963667;5914,73656481495;1;2;2;3
"2329";5;52;3;2;1;1;3;"1";"1";"2";"1";"1";"2";"2";"2";3;2;5;1;2;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;2;1;2;1;45;0;2;1;2;2;2;2;;2;3;4;"3669920.78366589";"1357583.87039275";"1087421.42160812";"1954125.97753969";0,255743900242304;4856,125172075;3;2;4;2
"2330";2;29;3;2;1;1;4;"2";"2";"1";"1";"2";"1";"1";"2";2;1;2;2;1;1;2;2;1;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;1;1;2;2;2;2;1;1;2;3;2;1;3;1;64;3;2;2;2;2;1;1;;1;3;4;"14898000.1979184";"5236594.20628577";"8995626.46137368";"10613747.399869";0,580278168423321;120802,612564222;5;1;4;1
"2331";2;23;2;1;1;1;1;"2";"2";"2";"2";"2";"1";"2";"2";1;2;3;1;2;2;1;2;3;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;1;1;97;1;1;1;1;1;38;2;3;2;2;1;;;5;4;97;4;"2834846.37084543";"4474385.18221597";"3762891.45355231";"5881277.34048095";0,637632202876856;4378,33313886464;2;2;2;3
"2332";4;42;3;3;1;1;4;"2";"2";"1";"2";"2";"2";"2";"2";2;3;5;1;2;1;1;2;2;1;"1";"2";"1";"2";"2";1;2;2;1;2;2;1;1;;;2;2;1;2;2;2;1;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;58;1;3;1;1;;;;1;1;4;4;"10072401.6435758";"2356901.94647081";"3480847.43992385";"5811472.35270075";0,910770007927334;31764,3340799538;4;3;1;2
"2333";2;24;3;1;1;1;3;"2";"1";"2";"2";"1";"2";"2";"2";2;2;3;1;1;1;2;2;1;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;28;3;3;1;1;;;;5;4;97;4;"14898000.1979184";"6037267.85338051";"7259394.23046714";"5881277.34048095";0,693394436865896;19670,391344485;1;3;4;3
"2334";3;35;2;1;1;1;4;"2";"2";"2";"1";"2";"2";"2";"2";2;2;5;2;2;2;2;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;1;1;2;1;56;3;2;2;2;2;2;2;;1;3;2;"14014348.5743857";"6718284.41177193";"10487709.0241656";"16041980.2259275";4,12437915736062;90694,3619090872;4;1;4;3
"2335";3;35;3;3;1;1;3;"1";"2";"2";"2";"2";"2";"2";"2";2;2;5;2;2;2;2;2;2;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;3;1;1;2;1;57;1;4;2;1;;;;4;4;97;2;"21435571.5784308";"6718284.41177193";"11219551.754314";"8084671.29925415";3,7435843458315;134657,594582511;4;4;1;1
"2336";5;52;2;1;1;1;2;"2";"1";"2";"1";"1";"2";"2";"2";2;2;1;2;1;1;2;2;3;2;"2";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;1;1;38;1;2;1;1;;;;5;1;2;4;"2544897.92588269";"1265229.88040335";"1087421.42160812";"2810671.34868652";0,255743900242304;4279,64834772348;2;2;1;3
"2337";4;43;3;2;1;1;4;"1";"2";"2";"1";"2";"2";"2";"2";2;3;4;1;1;2;2;2;97;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;1;65;1;1;;2;2;1;2;;2;2;4;"10072401.6435758";"3549069.08752912";"4175632.01705986";"5811472.35270075";0,426501513466645;29193,6048373794;5;1;1;2
"2338";3;33;3;9;1;1;4;"2";"2";"2";"1";"2";"2";"2";"2";1;1;3;1;2;1;2;2;3;1;"2";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;0;1;1;1;4;2;57;3;3;1;2;2;2;2;;1;2;4;"14014348.5743857";"6718284.41177193";"12322615.2408783";"15599497.5813694";0,965593794284431;32580,199623434;4;3;4;2
"2339";1;15;2;1;1;1;3;"2";"1";"1";"2";"2";"2";"2";"2";3;2;3;1;1;2;2;2;1;1;"2";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;2;73;3;4;1;2;2;2;2;;2;4;2;"5164153.94647996";"1283987.89409637";"1499244.44762391";"2061622.47029637";0,248891663570395;7165,53615227308;5;4;4;3
"2340";1;15;3;1;1;1;3;"1";"2";"2";"1";"1";"2";"2";"2";2;1;5;2;2;2;2;2;1;1;"1";"1";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;2;2;1;2;18;3;3;2;2;2;2;2;;1;97;4;"5164153.94647996";"2120604.22046604";"1128957.88513977";"2061622.47029637";0,179930621055583;4954,16999305514;1;2;4;3
"2341";5;51;3;3;1;1;4;"2";"1";"2";"1";"2";"2";"2";"2";2;3;5;1;1;1;2;2;3;2;"1";"2";"2";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;3;2;3;1;2;50;1;3;1;2;2;1;2;;3;97;2;"2544897.92588269";"1170024.49772926";"1927007.87039979";"1954125.97753969";2,25906683261382;68931,1464106642;4;3;1;2
"2342";3;35;2;1;1;3;2;"2";"2";"1";"2";"1";"1";"1";"2";2;3;1;1;2;2;1;2;1;1;"1";"2";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;2;2;1;27;3;3;2;2;1;;;5;2;2;1;"14014348.5743857";"8292998.1115813";"5696273.08719308";"15599497.5813694";1,87179217291575;36329,678695585;1;2;4;2
"2343";5;50;2;1;2;1;3;"2";"2";"1";"1";"2";"2";"2";"2";1;2;3;2;1;1;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;1;1;1;29;3;2;2;2;2;2;2;;1;2;4;"3669920.78366589";"1628314.05813775";"1976804.0794201";"2810671.34868652";0,182984706628559;4595,82943380962;1;1;4;3
"2344";5;52;3;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;3;1;2;2;2;2;2;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;2;43;3;6;;2;2;2;2;;1;3;4;"3669920.78366589";"1357583.87039275";"1926584.00950762";"1954125.97753969";0,297291679195072;6297,5148674935;3;4;4;2
"2345";1;15;3;1;2;3;3;"2";"1";"2";"1";"2";"2";"2";"2";97;1;97;1;1;1;1;2;3;1;"2";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;14;3;1;2;1;1;51;3;5;;1;;;;3;2;1;97;"5164153.94647996";"1088578.61259989";"2267202.44555839";"2828257.81207705";0,359861242111166;20844,4312334543;4;1;4;2
"2346";4;43;2;2;1;2;3;"2";"2";"2";"2";"1";"2";"2";"2";2;2;3;1;1;1;2;2;2;1;"1";"2";"1";"2";"1";1;2;2;2;2;1;97;;;;2;2;2;97;97;97;97;97;97;97;97;4;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;1;1;2;1;56;1;3;2;1;;;;5;4;97;4;"10072401.6435758";"2356901.94647081";"2041883.72723215";"5811472.35270075";0,426501513466645;10352,654813009;4;2;1;2
"2347";2;29;3;2;1;1;4;"2";"2";"2";"1";"2";"2";"2";"2";2;3;3;2;2;1;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;3;1;26;3;3;1;2;2;2;2;;4;2;4;"14898000.1979184";"6037267.85338051";"7259394.23046714";"10613747.399869";0,580278168423321;57033,2312712397;1;3;4;1
"2348";4;42;3;1;1;1;4;"2";"2";"2";"2";"2";"1";"2";"2";2;2;5;1;1;1;2;2;1;2;"2";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;2;1;65;1;4;1;2;2;2;2;;1;3;1;"10072401.6435758";"3549069.08752912";"3392772.73855813";"5811472.35270075";0,910770007927334;35304,63083253;5;4;1;2
"2349";1;13;3;3;2;1;3;"2";"1";"2";"1";"2";"2";"2";"2";1;2;5;1;1;1;1;2;1;1;"1";"1";"1";"1";"1";1;2;2;1;2;2;3;;;;2;1;2;1;2;2;2;2;1;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;1;3;1;54;3;4;1;2;1;;;5;2;4;2;"5164153.94647996";"1088578.61259989";"1499244.44762391";"2061622.47029637";0,44522455843454;8088,16315241721;4;4;4;3
"2350";2;29;1;1;2;2;2;"2";"2";"2";"1";"2";"2";"2";"2";2;1;1;2;1;1;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;2;1;59;3;3;2;2;2;1;1;;1;2;3;"14898000.1979184";"3882757.46528652";"3762891.45355231";"10613747.399869";0,580278168423321;26789,5544421755;4;2;4;1
"2351";2;28;2;1;1;1;3;"2";"2";"2";"1";"1";"2";"2";"2";2;2;3;1;1;2;2;2;1;1;"1";"2";"1";"2";"1";1;1;2;1;2;1;3;;;;1;2;2;2;1;2;2;2;2;2;2;3;1;2;1;2;1;1;1;1;2;2;1;1;1;1;3;1;1;1;1;1;45;1;3;2;1;;;;3;2;2;4;"6273888.68778369";"4595041.07124126";"3762891.45355231";"10613747.399869";1,27531041771341;45976,4260087772;3;2;1;1
"2352";3;35;3;3;1;1;3;"1";"2";"2";"2";"2";"2";"2";"2";2;2;5;1;1;1;1;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;1;63;3;3;1;1;;;;5;1;3;4;"14014348.5743857";"10873729.3575279";"12322615.2408783";"8084671.29925415";2,74958610490708;130033,082306545;5;3;4;1
"2353";3;31;2;2;1;1;3;"2";"2";"2";"1";"1";"1";"1";"2";2;2;3;1;1;2;2;2;1;2;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;3;1;35;1;2;1;1;;;;5;1;2;4;"21435571.5784308";"6626547.21734997";"5696273.08719308";"16041980.2259275";2,74602789148185;41414,7472988598;2;2;1;3
"2354";4;43;2;3;2;1;3;"2";"1";"1";"2";"2";"2";"2";"2";2;2;2;1;1;2;1;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;2;3;1;57;1;3;1;1;;;;1;1;3;2;"10072401.6435758";"2356901.94647081";"3480847.43992385";"5811472.35270075";0,426501513466645;14874,8162998812;4;3;1;2
"2355";3;35;3;2;1;1;3;"2";"2";"2";"2";"2";"2";"1";"2";2;2;3;2;2;2;2;2;1;1;"2";"1";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;2;23;1;3;2;1;;;;1;3;2;1;"21435571.5784308";"8292998.1115813";"5696273.08719308";"8084671.29925415";1,87179217291575;61862,3375393701;1;2;1;1
"2356";4;43;2;2;1;1;3;"2";"1";"2";"1";"1";"2";"2";"2";2;1;97;1;2;1;2;2;2;3;;;;;;1;2;2;1;2;1;3;;;;1;2;2;1;2;1;1;2;2;2;2;7;1;2;1;2;1;2;1;1;2;2;1;1;1;1;1;1;1;1;3;1;58;1;3;2;1;;;;7;1;2;97;"10072401.6435758";"2356901.94647081";"2041883.72723215";"2443804.96747532";0,426501513466645;6299,19258439787;4;2;1;3
"2357";3;31;3;1;1;2;3;"2";"2";"2";"2";"2";"2";"1";"2";2;2;5;1;2;2;2;2;1;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;1;1;33;0;3;1;1;;;;2;1;3;4;"14014348.5743857";"6626547.21734997";"12322615.2408783";"15599497.5813694";2,74602789148185;51603,8851462485;2;3;4;2
"2358";5;52;3;2;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";3;3;5;1;2;2;2;2;1;1;"2";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;1;1;54;3;3;1;2;1;;;1;1;97;2;"3669920.78366589";"1170024.49772926";"1927007.87039979";"2153020.05470942";0,255743900242304;10151,5828429715;4;3;4;1
"2359";3;35;3;1;1;1;3;"2";"1";"2";"1";"2";"2";"2";"2";2;2;5;1;1;1;1;2;1;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;1;2;4;2;2;1;1;2;16;3;3;1;2;2;2;2;;1;3;4;"14014348.5743857";"8292998.1115813";"12322615.2408783";"16041980.2259275";1,87179217291575;43836,7326213806;1;3;4;3
"2360";1;13;2;3;2;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;3;3;1;2;2;1;2;2;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;1;1;63;0;2;2;2;2;1;2;;2;2;4;"5164153.94647996";"1283987.89409637";"2267202.44555839";"2363871.19571558";0,22261227921727;28059,0082442405;5;1;4;1
"2361";5;52;3;2;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;5;2;2;2;2;2;1;2;"1";"2";"1";"2";"2";1;1;1;1;1;1;3;;;;1;2;1;2;2;2;2;2;2;2;1;5;1;2;1;2;1;2;1;1;2;2;1;2;1;1;4;3;2;1;6;1;31;3;3;2;2;2;1;2;;2;2;1;"3669920.78366589";"1265229.88040335";"1087421.42160812";"2153020.05470942";0,511487800484608;14986,112912927;2;2;4;1
"2362";3;35;3;5;1;1;97;"2";"2";"2";"1";"2";"2";"1";"2";1;1;3;1;1;1;1;2;2;2;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;2;1;32;2;3;2;2;2;2;2;;2;97;4;"3707808.66257895";"6626547.21734997";"5696273.08719308";"16041980.2259275";1,87179217291575;33288,2768376615;2;2;2;3
"2363";1;11;3;1;1;1;4;"1";"2";"2";"1";"2";"2";"2";"2";3;2;3;2;2;1;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;2;20;3;3;2;2;2;1;2;;2;97;2;"5164153.94647996";"2120604.22046604";"1128957.88513977";"2061622.47029637";0,21035526357934;5791,87538281236;1;2;4;3
"2364";1;15;1;1;3;1;2;"2";"2";"2";"1";"2";"2";"2";"2";2;1;3;1;1;1;1;2;1;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;3;1;1;6;1;36;0;2;2;2;2;2;2;;2;2;4;"5164153.94647996";"1410601.17309659";"2267202.44555839";"2363871.19571558";0,719722484222333;39663,8664050572;2;1;4;1
"2365";2;23;3;2;1;1;3;"1";"2";"2";"1";"2";"2";"2";"2";2;3;5;1;1;2;1;2;2;1;"1";"1";"1";"1";"1";1;1;1;1;2;1;1;1;;;1;2;1;2;2;2;1;2;1;2;2;4;1;1;1;2;2;2;1;1;2;2;1;2;2;1;6;2;2;1;5;1;38;0;3;1;1;;;;7;2;97;4;"14898000.1979184";"4474385.18221597";"7259394.23046714";"7731021.03806011";1,27526440575371;45171,478403774;2;3;4;2
"2366";5;52;3;2;2;1;3;"2";"2";"1";"2";"1";"1";"2";"2";1;1;5;1;1;1;1;2;2;97;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;2;1;1;2;20;3;4;2;2;2;2;1;;2;1;4;"3669920.78366589";"1628314.05813775";"1926584.00950762";"1954125.97753969";0,255743900242304;6516,478861323;1;4;4;2
"2367";3;33;2;3;2;1;2;"2";"2";"2";"1";"1";"2";"2";"2";2;1;2;1;1;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;1;1;1;31;1;3;1;1;;;;5;1;2;4;"21435571.5784308";"6626547.21734997";"12322615.2408783";"15599497.5813694";2,70387266959269;82933,0780449501;2;3;1;2
"2368";1;13;3;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;1;3;1;1;2;1;2;2;2;"2";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;7;3;1;2;1;2;19;3;4;1;2;2;1;1;;2;97;4;"5164153.94647996";"2120604.22046604";"1499244.44762391";"2061622.47029637";0,22261227921727;5855,5961307799;1;4;4;3
"2369";1;15;3;1;1;1;4;"2";"1";"2";"2";"2";"2";"2";"2";1;3;4;2;2;2;2;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;7;3;1;2;1;2;35;3;2;1;2;2;2;2;;1;2;3;"5164153.94647996";"1410601.17309659";"1128957.88513977";"2363871.19571558";0,53979186316675;16705,0542755798;2;2;4;1
"2370";3;33;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;1;1;2;2;1;1;1;"1";"1";"1";"2";"1";1;1;1;1;2;1;97;;;;2;1;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;2;1;2;28;1;4;1;1;;;;1;1;5;3;"21435571.5784308";"8292998.1115813";"11219551.754314";"15599497.5813694";1,35193633479635;42002,7278509569;1;4;1;2
"2371";3;31;1;2;2;2;3;"2";"2";"2";"2";"2";"1";"2";"2";2;1;3;1;1;1;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;2;1;53;1;2;2;2;2;2;2;;1;2;97;"21435571.5784308";"6718284.41177193";"10487709.0241656";"16041980.2259275";2,74602789148185;98557,7414717915;4;1;1;3
